nm, %R
670.000000, 82.867871
669.000000, 82.696837
668.000000, 82.841892
667.000000, 82.926917
666.000000, 82.897072
665.000000, 82.682001
664.000000, 82.865317
663.000000, 82.930458
662.000000, 82.955949
661.000000, 83.001048
660.000000, 82.956166
659.000000, 83.040357
658.000000, 83.015651
657.000000, 83.064648
656.000000, 83.090126
655.000000, 82.950899
654.000000, 83.126681
653.000000, 83.082894
652.000000, 83.158833
651.000000, 83.092584
650.000000, 83.080417
649.000000, 83.061628
648.000000, 83.035039
647.000000, 83.025637
646.000000, 82.881346
645.000000, 82.886622
644.000000, 82.832507
643.000000, 82.898367
642.000000, 82.893406
641.000000, 82.886315
640.000000, 82.781413
639.000000, 82.858215
638.000000, 82.926931
637.000000, 82.819183
636.000000, 82.789195
635.000000, 82.820611
634.000000, 82.840522
633.000000, 82.756055
632.000000, 82.846719
631.000000, 82.761401
630.000000, 82.742921
629.000000, 82.694651
628.000000, 82.876367
627.000000, 82.769787
626.000000, 82.735548
625.000000, 82.677444
624.000000, 82.865643
623.000000, 82.902113
622.000000, 82.799962
621.000000, 82.769969
620.000000, 82.800385
619.000000, 82.782027
618.000000, 82.901840
617.000000, 82.750661
616.000000, 82.731993
615.000000, 82.686900
614.000000, 82.899198
613.000000, 82.748074
612.000000, 82.692693
611.000000, 82.779868
610.000000, 82.678433
609.000000, 82.753590
608.000000, 82.645114
607.000000, 82.698013
606.000000, 82.755576
605.000000, 82.651587
604.000000, 82.716000
603.000000, 82.677859
602.000000, 82.647370
601.000000, 82.740155
600.000000, 82.760261
599.000000, 82.793640
598.000000, 82.715309
597.000000, 82.738747
596.000000, 82.830149
595.000000, 82.859057
594.000000, 83.042071
593.000000, 82.855302
592.000000, 82.836006
591.000000, 83.084199
590.000000, 82.969164
589.000000, 83.022564
588.000000, 82.955298
587.000000, 83.016700
586.000000, 82.926697
585.000000, 82.977942
584.000000, 82.946627
583.000000, 83.058886
582.000000, 83.063011
581.000000, 83.059809
580.000000, 83.096545
579.000000, 83.087918
578.000000, 83.154628
577.000000, 83.116891
576.000000, 83.112457
575.000000, 83.196308
574.000000, 83.135023
573.000000, 83.070700
572.000000, 83.223745
571.000000, 83.089940
570.000000, 83.203476
569.000000, 83.134893
568.000000, 83.031993
567.000000, 83.158934
566.000000, 83.153656
565.000000, 83.216993
564.000000, 83.251828
563.000000, 83.296470
562.000000, 83.234053
561.000000, 83.244393
560.000000, 83.289201
559.000000, 83.280631
558.000000, 83.261672
557.000000, 83.231810
556.000000, 83.178073
555.000000, 83.115924
554.000000, 83.208340
553.000000, 83.093586
552.000000, 83.136964
551.000000, 83.172759
550.000000, 83.067085
549.000000, 83.084346
548.000000, 83.015598
547.000000, 83.023282
546.000000, 83.080808
545.000000, 83.073570
544.000000, 83.020878
543.000000, 83.045923
542.000000, 83.023858
541.000000, 82.935825
540.000000, 82.978446
539.000000, 82.988704
538.000000, 82.915546
537.000000, 83.051550
536.000000, 83.021711
535.000000, 82.850380
534.000000, 82.873478
533.000000, 82.772403
532.000000, 82.715820
531.000000, 82.880931
530.000000, 82.870698
529.000000, 82.703864
528.000000, 82.687688
527.000000, 82.668179
526.000000, 82.612395
525.000000, 82.743509
524.000000, 82.689146
523.000000, 82.768382
522.000000, 82.682092
521.000000, 82.877734
520.000000, 82.970434
519.000000, 82.908604
518.000000, 82.923503
517.000000, 82.920815
516.000000, 83.087035
515.000000, 83.148068
514.000000, 83.272334
513.000000, 83.324854
512.000000, 83.333406
511.000000, 83.367907
510.000000, 83.462320
509.000000, 83.382005
508.000000, 83.600041
507.000000, 83.584278
506.000000, 83.718433
505.000000, 83.514991
504.000000, 83.665670
503.000000, 83.773911
502.000000, 83.791197
501.000000, 83.918712
500.000000, 83.665833
499.000000, 83.765369
498.000000, 83.750824
497.000000, 83.846128
496.000000, 83.749992
495.000000, 83.658875
494.000000, 83.657450
493.000000, 83.563541
492.000000, 83.532489
491.000000, 83.457853
490.000000, 83.197339
489.000000, 83.253745
488.000000, 83.027724
487.000000, 82.892994
486.000000, 82.945940
485.000000, 82.695582
484.000000, 82.787988
483.000000, 82.461327
482.000000, 82.710476
481.000000, 82.589000
480.000000, 82.575009
479.000000, 82.628013
478.000000, 82.596949
477.000000, 82.698110
476.000000, 82.683929
475.000000, 82.611145
474.000000, 82.718016
473.000000, 82.872377
472.000000, 82.786885
471.000000, 82.782229
470.000000, 82.968546
469.000000, 83.024839
468.000000, 83.101733
467.000000, 83.324668
466.000000, 83.193872
465.000000, 83.356706
464.000000, 83.304179
463.000000, 83.408200
462.000000, 83.473272
461.000000, 83.550600
460.000000, 83.685910
459.000000, 83.637420
458.000000, 83.660740
457.000000, 83.827983
456.000000, 83.821499
455.000000, 83.815616
454.000000, 83.803059
453.000000, 83.713835
452.000000, 83.686656
451.000000, 83.743037
450.000000, 83.820540
449.000000, 83.681118
448.000000, 83.737396
447.000000, 83.598288
446.000000, 83.542343
445.000000, 83.454319
444.000000, 83.535655
443.000000, 83.447422
442.000000, 83.458777
441.000000, 83.314292
440.000000, 83.355680
439.000000, 83.505666
438.000000, 83.245428
437.000000, 83.284909
436.000000, 83.306024
435.000000, 83.345307
434.000000, 83.138305
433.000000, 83.293113
432.000000, 83.317156
431.000000, 83.242120
430.000000, 83.277925
429.000000, 83.263662
428.000000, 83.216308
427.000000, 83.288959
426.000000, 83.178389
425.000000, 83.220334
424.000000, 83.368530
423.000000, 83.309387
422.000000, 83.342203
421.000000, 83.227700
420.000000, 83.135987
419.000000, 83.197350
418.000000, 83.248440
417.000000, 83.229601
416.000000, 83.443683
415.000000, 83.321475
414.000000, 83.328296
413.000000, 83.316006
412.000000, 83.627861
411.000000, 83.577248
410.000000, 83.684771
409.000000, 83.823780
408.000000, 84.053445
407.000000, 84.185890
406.000000, 84.379155
405.000000, 84.416688
404.000000, 84.507004
403.000000, 84.655536
402.000000, 84.606482
401.000000, 85.017288
400.000000, 85.003457
399.000000, 85.271028
398.000000, 85.626244
397.000000, 85.643154
396.000000, 85.892211
395.000000, 86.032757
394.000000, 86.316554
393.000000, 86.355033
392.000000, 86.749003
391.000000, 86.707930
390.000000, 86.968130
389.000000, 87.178092
388.000000, 87.601244
387.000000, 87.503313
386.000000, 87.767446
385.000000, 88.064128
384.000000, 88.164871
383.000000, 88.502929
382.000000, 88.619704
381.000000, 88.798078
380.000000, 89.169455
379.000000, 97.974762
378.000000, 97.843172
377.000000, 97.847962
376.000000, 97.362313
375.000000, 97.264752
374.000000, 96.965555
373.000000, 96.989953
372.000000, 97.113885
371.000000, 96.811360
370.000000, 96.694268
369.000000, 96.815823
368.000000, 96.771566
367.000000, 96.769703
366.000000, 96.694542
365.000000, 96.574035
364.000000, 96.697793
363.000000, 96.848625
362.000000, 96.542558
361.000000, 96.984146
360.000000, 96.402901
359.000000, 96.677117
358.000000, 96.933087
357.000000, 96.913969
356.000000, 96.694690
355.000000, 96.910291
354.000000, 96.956903
353.000000, 96.817880
352.000000, 97.150472
351.000000, 97.007112
350.000000, 97.002204
349.000000, 97.096118
348.000000, 97.265125
347.000000, 97.870746
346.000000, 97.602690
345.000000, 97.620506
344.000000, 97.775334
343.000000, 97.595220
342.000000, 97.616107
341.000000, 97.903485
340.000000, 98.136408
339.000000, 97.823109
338.000000, 98.084380
337.000000, 97.925798
336.000000, 98.252699
335.000000, 98.183523
334.000000, 98.417573
333.000000, 98.512614
332.000000, 98.581375
331.000000, 98.336931
330.000000, 98.170875
329.000000, 98.814003
328.000000, 98.836610
327.000000, 98.657150
326.000000, 98.741779
325.000000, 98.917577
324.000000, 99.010509
323.000000, 99.305824
322.000000, 98.985196
321.000000, 99.361391
320.000000, 99.278975
319.000000, 99.074058
318.000000, 99.169357
317.000000, 99.099975
316.000000, 99.166266
315.000000, 99.277964
314.000000, 99.199178
313.000000, 99.194044
312.000000, 98.931783
311.000000, 99.466235
310.000000, 99.507184
309.000000, 99.487621
308.000000, 99.250855
307.000000, 99.455908
306.000000, 99.420283
305.000000, 99.748598
304.000000, 99.281181
303.000000, 99.183437
302.000000, 99.020297
301.000000, 99.373324
300.000000, 99.097138
299.000000, 99.265997
298.000000, 99.114385
297.000000, 99.011170
296.000000, 98.828753
295.000000, 98.982262
294.000000, 99.193375
293.000000, 98.821712
292.000000, 99.036360
291.000000, 98.836157
290.000000, 98.576736
289.000000, 98.730440
288.000000, 98.880754
287.000000, 99.006038
286.000000, 99.044077
285.000000, 98.922247
284.000000, 98.878639
283.000000, 99.115737
282.000000, 98.785238
281.000000, 98.976364
280.000000, 98.815999
279.000000, 98.895306
278.000000, 99.070289
277.000000, 98.963687
276.000000, 99.124924
275.000000, 98.981493
274.000000, 99.065627
273.000000, 99.147160
272.000000, 98.894216
271.000000, 99.067715
270.000000, 98.816800
269.000000, 99.271075
268.000000, 98.640088
267.000000, 98.866733
266.000000, 99.230393
265.000000, 99.058217
264.000000, 99.006240
263.000000, 98.573654
262.000000, 99.116987
261.000000, 98.851575
260.000000, 98.978737
259.000000, 98.774803
258.000000, 98.892924
257.000000, 98.724002
256.000000, 98.954537
255.000000, 99.028736
254.000000, 98.700287
253.000000, 98.982342
252.000000, 99.001999
251.000000, 99.077780
250.000000, 99.178115
249.000000, 99.154402
248.000000, 99.543061
247.000000, 98.888511
246.000000, 99.086377
245.000000, 99.286308
244.000000, 99.130733
243.000000, 99.291718
242.000000, 99.130450
241.000000, 99.191433
240.000000, 99.283785
239.000000, 99.318767
238.000000, 99.365752
237.000000, 99.082153
236.000000, 99.367841
235.000000, 99.412379
234.000000, 99.210754
233.000000, 99.474952
232.000000, 99.532892
231.000000, 99.529464
230.000000, 99.556922
229.000000, 99.342160
228.000000, 99.887727
227.000000, 99.772761
226.000000, 99.817321
225.000000, 99.851728
224.000000, 99.916643
223.000000, 99.877074
222.000000, 99.364414
221.000000, 99.490344
220.000000, 99.701612
219.000000, 99.954221
218.000000, 99.947471
217.000000, 99.709364
216.000000, 99.859887
215.000000, 99.776650
214.000000, 99.846496
213.000000, 99.619881
212.000000, 99.955145
211.000000, 99.905792
210.000000, 99.957808
209.000000, 99.629415
208.000000, 99.798350
207.000000, 99.760889
206.000000, 99.938598
205.000000, 99.860652
204.000000, 99.976078
203.000000, 99.735200
202.000000, 99.766428
201.000000, 99.609715
200.000000, 99.783458
