wavelength_nm,Re_eps_parallel_nominal_design,Im_eps_parallel_nominal_design,Re_eps_perpendicular_nominal_design,Im_eps_perpendicular_nominal_design,real_part_product_nominal_design,Re_eps_parallel_secondary_sensitivity,Im_eps_parallel_secondary_sensitivity,Re_eps_perpendicular_secondary_sensitivity,Im_eps_perpendicular_secondary_sensitivity,real_part_product_secondary_sensitivity
406.995544,-4.597188613330667,2.8623905424450005,6.205641357142159,0.38513080246956566,-28.5285037854678,-6.103049250055239,3.4160767178614253,7.577243043363358,0.6882640013381587,-46.24428747328502
408.580109,-4.647155571705167,2.8760321466100005,6.198634554862365,0.38056728566055187,-28.80601910859282,-6.162530993844918,3.432357084111704,7.566052542285883,0.6795671592546497,-46.62603329289589
410.164642,-4.697507574785417,2.889650119416667,6.19167680368518,0.3760534306965485,-29.085448685934296,-6.2224722818029745,3.4486092478746495,7.554945965065497,0.67097685839454,-47.01044185813928
411.749207,-4.748258021431,2.9032641777533335,6.18477226106476,0.37158983280602315,-29.366894499324687,-6.282889795060656,3.464856739972555,7.543926819257841,0.6624934909192788,-47.397660827399484
413.333832,-4.799420539831668,2.9169072095625,6.177900923189224,0.36717586934205654,-29.650344583799384,-6.34379841696096,3.48113881002318,7.5329672696576715,0.6541149680126968,-47.78762584027306
414.918396,-4.850991162082668,2.930599448059167,6.17106866144687,0.36281392737249923,-29.935799537284083,-6.405194102617126,3.497479605051072,7.522073739961253,0.6458450776762076,-48.18034235865097
416.503021,-4.902980356475002,2.9443608553800007,6.1642804197555705,0.35850481023217545,-30.22334580986504,-6.4670900354650085,3.5139029485664373,7.511251171577839,0.6376847058182088,-48.575937605585914
418.087646,-4.955386381415168,2.958214968806667,6.1575189388797895,0.3542486289018113,-30.512885493030883,-6.529482756517394,3.530436930782233,7.500476594551916,0.6296333783592494,-48.97423258978905
419.672272,-5.008205364367752,2.9721829400666673,6.150790400720496,0.3500475470299883,-30.80442147999006,-6.592368334451997,3.547106794907862,7.489757047791989,0.6216945327312059,-49.37523719460258
421.256897,-5.061397364169,2.9862869487033334,6.1442477734345795,0.3459199471975853,-31.09847948526303,-6.655712901356102,3.5639390107839937,7.479286266904552,0.6139018116930671,-49.779982099572145
422.841492,-5.11498702315475,3.0005368883050005,6.137774365428094,0.34185295671333177,-31.394636230216584,-6.719535513226294,3.58094538576405,7.468915528423444,0.6062307737706342,-50.187643138528664
